task,raw_input,input,output,raw_output
acsa,"Tôi mới mua máy dc 1 ngày,camera chụp hình ban đêm rất tệ..............................","tôi mới mua máy được num ngày , camera chụp hình ban đêm rất tệ",máy ảnh tệ,"{CAMERA, negative}"
acsa,Mất tiền oan vì những game trên điện thoại này và nút c ngày chính giữa menu là các dịch vụ cộng thêm của nhà mạng nếu vô tình chạm phải,mất tiền oan vì những game trên điện thoại này và nút c ngày chính giữa thực đơn là các dịch vụ cộng thêm của nhà mạng nếu vô tình chạm phải,tính năng tệ và hiệu suất tệ,"{FEATURES, negative}, {PERFORMANCE, negative}"
acsa,"Máy dùng nhanh, phần mềm hỗ trợ cả tối ưu hoá cho chơi game, xạc vào nhanh, loa to, thiết kế mặt lưng nhìn sang choảnh","máy dùng nhanh , phần mềm hỗ trợ cả tối ưu hoá cho chơi game , xạc vào nhanh , loa to , thiết kế mặt lưng nhìn sang choảnh",tính năng tốt và pin tốt và hiệu suất tốt và thiết kế tốt,"{FEATURES, positive}, {BATTERY, positive}, {PERFORMANCE, positive}, {DESIGN, positive}"
acsa,"Vừa mua vài ngày. Thích: chơi game mượt. Pin mạnh, dây sạc nhìn là thấy thích rồi Chưa thích: bự nên hơi nặng, pin tới 5k nên sạc hơi lâu xíu","vừa mua vài ngày . thích : chơi game mượt . pin mạnh , dây sạc nhìn là thấy thích rồi chưa thích : bự nên hơi nặng , pin tới giá tiền nên sạc hơi lâu xíu",pin tốt và hiệu suất tốt và thiết kế tệ và phục vụ với phụ kiện tốt,"{BATTERY, positive}, {PERFORMANCE, positive}, {DESIGN, negative}, {SER_ACC, positive}"
acsa,Mượt . Pin trâu . Nhưng camera kép không có tác dụng . Nó giống như 1 camera giả . Khi che đi phía trên vẩn chụp ảnh đc . Nhưng che di phía dưới là cái trên không thể chụp đc . Vậy là làm cho có thời trang chứ đâu có dùng đc,mượt . pin trâu . nhưng camera kép không có tác dụng . nó giống như num camera giả . khi che đi phía trên vẩn chụp ảnh được . nhưng che di phía dưới là cái trên không thể chụp được . vậy là làm cho có thời trang chứ đâu có dùng được,máy ảnh tệ và pin tốt và hiệu suất tốt và thiết kế tạm,"{CAMERA, negative}, {BATTERY, positive}, {PERFORMANCE, positive}, {DESIGN, neutral}"
acsa,Đt mình mới mua về là lên cho 5* luôn / nhưng mà mình sợ quá mới trả tiền xong chuẩn bị về ai dè gặp mấy ông cố nội ăn cướp hên là chạy vô xóm kịp ko là h khỏi cầm đt và nhắn tin như bây giờ rồi,điện thoại mình mới mua về là lên cho num star luôn nhưng mà mình sợ quá mới trả tiền xong chuẩn bị về ai dè gặp mấy ông cố nội ăn cướp hên là chạy vô xóm kịp không là giờ khỏi cầm điện thoại và nhắn tin như bây giờ rồi,nói chung tốt,"{GENERAL, positive}"
acsa,"Máy thiết kế đẹp, mượt, nhiều tính năng, màu sắc ổn, camera khá, chụp không đẹp trong môi trường thiếu sáng, camera lồi dễ trầy xước, sạc pin nhanh (không nhanh bằng VOOC) trung bình 1 phút được 1%, sử dụng liên tục tầm 12 tiếng (độ sáng thấp) chế độ tối màu tầm 13 tiếng.","máy thiết kế đẹp , mượt , nhiều tính năng , màu sắc ổn , camera khá , chụp không đẹp trong môi trường thiếu sáng , camera lồi dễ trầy xước , sạc pin nhanh ( không nhanh bằng voc ) trung bình num phút được num % , sử dụng liên tục tầm num tiếng ( độ sáng thấp ) chế độ tối màu tầm num tiếng .",màn hình tốt và máy ảnh tốt và tính năng tốt và pin tốt và thiết kế tạm,"{SCREEN, positive}, {CAMERA, positive}, {FEATURES, positive}, {BATTERY, positive}, {DESIGN, neutral}"
acsa,"Pin trâu, bảo mật vân tay khá nhạy... về màn hình và loa ngoài thì hơi khó chịu, màn hình nhìn lâu dễ mỏi mắt còn loa ngoài thì mỗi lần xoay ngang màn hình là bị bàn tay che mất tiếng.","pin trâu , bảo mật vân tay khá nhạy về màn hình và loa ngoài thì hơi khó chịu , màn hình nhìn lâu dễ mỏi mắt còn loa ngoài thì mỗi lần xoay ngang màn hình là bị bàn tay che mất tiếng .",màn hình tệ và tính năng tạm và pin tốt,"{SCREEN, negative}, {FEATURES, neutral}, {BATTERY, positive}"
acsa,Vẫn là là vấn đề cũ sao xem phim cứ 1lúc là đứng hình nhưng tiếng vẫn chạy bình thường. Hỏi 3lần rồi ko ai tl là sao,vẫn là là vấn đề cũ sao xem phim cứ num lúc là đứng hình nhưng tiếng vẫn chạy bình thường . hỏi num lần rồi không ai trả lời là sao,hiệu suất tệ,"{PERFORMANCE, negative}"
acsa,"Mới mua hồi trưa, nói chung là dẹp ,cấu hình ổn,mượt wifi bắt mạnh, game mượt,tiền nào của nấy, nhân viên hoà đồng nhiệt tình,","mới mua hồi trưa , nói chung là dẹp , cấu hình ổn , mượt wifi bắt mạnh , game mượt , tiền nào của nấy , nhân viên hoà đồng nhiệt tình ,",tính năng tốt và hiệu suất tốt và thiết kế tốt và giá tiền tạm và nói chung tạm và phục vụ với phụ kiện tốt,"{FEATURES, positive}, {PERFORMANCE, positive}, {DESIGN, positive}, {PRICE, neutral}, {GENERAL, neutral}, {SER_ACC, positive}"
acsa,"Mới mua hôm qua mọi thứ tốt ht ,mượt mà màn hình k sáng cho lắm nhưng tầm giá này khá ổn r","mới mua hôm qua mọi thứ tốt ht , mượt mà màn hình không sáng cho lắm nhưng tầm giá này khá ổn rồi",màn hình tệ và giá tiền tạm và nói chung tốt,"{SCREEN, negative}, {PRICE, neutral}, {GENERAL, positive}"
acsa,"Tôi vẫn thấy giá cao số với chất lượng. Chỉ đọc báo lướt web không có âm thanh mà pin tuột nhanh chóng mặt. Không bằng note 3 nẻo pỉn ít hơn nhưng bền hơn. Camera màu rất tái, nét thì ok. Nói chung là tâm. Dịch vụ của TGDD thì tuyệt vời, sẽ tiếp tức ủng hộ.","tôi vẫn thấy giá cao số với chất lượng . chỉ đọc báo lướt web không có âm thanh mà pin tuột nhanh chóng mặt . không bằng ghi chú num nẻo pỉn ít hơn nhưng bền hơn . camera màu rất tái , nét thì ok . nói chung là tâm . dịch vụ của tgd thì tuyệt vời , sẽ tiếp tức ủng hộ .",máy ảnh tệ và pin tệ và giá tiền tệ và nói chung tạm và phục vụ với phụ kiện tốt,"{CAMERA, negative}, {BATTERY, negative}, {PRICE, negative}, {GENERAL, neutral}, {SER_ACC, positive}"
acsa,"Mục đích mình sài thì cũng ok, đau là mới mua được 1 tháng giá đã giảm đi triệu 🤮🤮🤮","mục đích mình sài thì cũng ok , đau là mới mua được num tháng giá đã giảm đi triệu 🤮",giá tiền tệ và nói chung tốt,"{PRICE, negative}, {GENERAL, positive}"
acsa,Nói chung cũng được. Nhưng phần viết tin nhắn hơi bực bội một chút.không hiển thị đầy đủ ví dụ như dấu sắc huyền hỏi ngã nặng.phải nhấn và giữ mới có. Làm mất thời gian quá,nói chung cũng được . nhưng phần viết tin nhắn hơi bực bội một chút . không hiển thị đầy đủ ví dụ như dấu sắc huyền hỏi ngã nặng . phải nhấn và giữ mới có . làm mất thời gian quá,tính năng tệ và nói chung tạm,"{FEATURES, negative}, {GENERAL, neutral}"
acsa,Bắt wifi kém sau1 tháng sử dụng vân tay mở khóa thì chạm nhận diện thì ko được .. chán còn sai khoản 1 tiếng có dấu hiệu đơ màng hình ...,bắt wifi kém sau num tháng sử dụng vân tay mở khóa thì chạm nhận diện thì không được . . chán còn sai khoản num tiếng có dấu hiệu đơ màng hình,tính năng tệ và hiệu suất tệ,"{FEATURES, negative}, {PERFORMANCE, negative}"
acsa,Đã sử dụng sau 1 tháng.Máy không có miếng dán chống xước thay thế khi đến bảo hành.Không có ốp.Máy hay bị đơ.phải khởi động lại mới ổn định được.chỉ được cái pin trâu.chơi game ổn.!,đã sử dụng sau num tháng . máy không có miếng dán chống xước thay thế khi đến bảo hành . không có ốp . máy hay bị đơ . phải khởi động lại mới ổn định được . chỉ được cái pin trâu . chơi game ổn . !,pin tốt và hiệu suất tệ và phục vụ với phụ kiện tệ,"{BATTERY, positive}, {PERFORMANCE, negative}, {SER_ACC, negative}"
acsa,Sài hơn 1 tháng cảm thấy hao pin rỏ rệt Cấu hình thì mạnh Mở khóa hơi chậm Vân tay ko nhạy lắm,sài hơn num tháng cảm thấy hao pin rỏ rệt cấu hình thì mạnh mở khóa hơi chậm vân tay không nhạy lắm,tính năng tệ và pin tệ,"{FEATURES, negative}, {BATTERY, negative}"
acsa,Mới mua nhưng lại không có chắc năng tự tắt màng hình khi nge cuộc gọi..để lỗ tai nhảy tùm lum cần khắc phục,mới mua nhưng lại không có chắc năng tự tắt màng hình khi nghe cuộc gọi . . để lỗ tai nhảy tùm lum cần khắc phục,tính năng tệ,"{FEATURES, negative}"
acsa,Sản phẩm rất xài rất êm rất phù hợp với dân văn phong gì pin xài rất lâu sạc vào rất nhanh mua gái 13990 nhưng đáng đồng tiền......,sản phẩm rất xài rất êm rất phù hợp với dân văn phong gì pin xài rất lâu sạc vào rất nhanh mua gái num nhưng đáng đồng tiền,pin tốt và giá tiền tốt và nói chung tốt,"{BATTERY, positive}, {PRICE, positive}, {GENERAL, positive}"
acsa,Sp rất tốt pin trâu cấu hình chơi liên quân rất ngon r trong tầm giá này thì remi not 7 là oki,sản phẩm rất tốt pin trâu cấu hình chơi liên quân rất ngon rồi trong tầm giá này thì remi không num là ok,pin tốt và nói chung tốt,"{BATTERY, positive}, {GENERAL, positive}"
acsa,"Mới mua máy lỗi lung tung phải tắt nguồn khởi động lại liên tục. Không biết mọi người biết chính sách đổi máy ở dmx ntn không ạ. Thật sự rất thất vọng luôn may thuong xuyên bị đơ cảm ứng, len wed khong được, đơ ứng dụng...","mới mua máy lỗi lung tung phải tắt nguồn khởi động lại liên tục . không biết mọi người biết chính sách đổi máy ở dmx như thế nào không ạ . thật sự rất thất vọng luôn may thuong xuyên bị đơ cảm ứng , len wed không được , đơ ứng dụng",tính năng tệ và hiệu suất tệ và nói chung tệ,"{FEATURES, negative}, {PERFORMANCE, negative}, {GENERAL, negative}"
acsa,"Mới dùng được một tuần rất ưng dù là hàng cũ 8 tháng bảo hành .máy sạc đầy bib 1 tiếng ,chơi pubg 20 phút 1 trận mất 4-5% bin liên quân thì khỏi nói.mặc dù vào game chậm hơn ios một hai giây nhưng chơi mượt cực kì","mới dùng được một tuần rất ưng dù là hàng cũ num tháng bảo hành . máy sạc đầy bib num tiếng , chơi pubg num phút num trận mất num - num % bin liên quân thì khỏi nói . mặc dù vào game chậm hơn ios một hai giây nhưng chơi mượt cực kì",pin tốt và hiệu suất tốt và nói chung tốt,"{BATTERY, positive}, {PERFORMANCE, positive}, {GENERAL, positive}"
acsa,"Hài lòng về mọi thứ với một chiếc máy giá như thế này . Mặt sau thiết kế không bám vân tay , máy sử dụng mượt pin trâu bò , cảm ơn nhân viên tư vấn cho mình chiếc máy này","hài lòng về mọi thứ với một chiếc máy giá như thế này . mặt sau thiết kế không bám vân tay , máy sử dụng mượt pin trâu bò , cảm ơn nhân viên tư vấn cho mình chiếc máy này",pin tốt và thiết kế tốt và giá tiền tạm và nói chung tốt và phục vụ với phụ kiện tốt,"{BATTERY, positive}, {DESIGN, positive}, {PRICE, neutral}, {GENERAL, positive}, {SER_ACC, positive}"
acsa,Máy sử dụng rất mượt.,máy sử dụng rất mượt .,hiệu suất tốt,"{PERFORMANCE, positive}"
acsa,"Máy rất ok Trừ camera sau chụp hình không nét như Sony XA1, và loa trong nghe cuộc gọi rất nhỏ !","máy rất ok trừ camera sau chụp hình không nét như sony xa num , và loa trong nghe cuộc gọi rất nhỏ !",máy ảnh tệ và tính năng tệ và nói chung tốt,"{CAMERA, negative}, {FEATURES, negative}, {GENERAL, positive}"
acsa,Điện thoại tệ so với giá. Cảm ứng vân tay k nhạy. Loa nghe kém. Máy chậm.... Thất vọng về sam sung,điện thoại tệ so với giá . cảm ứng vân tay không nhạy . loa nghe kém . máy chậm . thất vọng về sam sung,tính năng tệ và hiệu suất tệ và giá tiền tạm và nói chung tệ và phục vụ với phụ kiện tệ,"{FEATURES, negative}, {PERFORMANCE, negative}, {PRICE, neutral}, {GENERAL, negative}, {SER_ACC, negative}"
acsa,"Mình mua từ 31-08 nói chung là ok lắm choi ga me liên quan ko bị lát, còn chụp ảnh thì bình thường và nghe nhạc qua tai nghe ko hay bằng oppo sóng đt bắt kém, còn ai thích choi game thì rất là ok,máy mượt và xem phim cũng ok ,pin dùng cũng được, chỉ gét mỗi cái van tay để ở túi quần là lúc nào cũng vân tay sai ,nếu ai chọn con này nói về giá được khuyến mãi là vừa đẹp","mình mua từ num - num nói chung là ok lắm choi ga me liên quan không bị lát , còn chụp ảnh thì bình thường và nghe nhạc qua tai nghe không hay bằng opo sóng điện thoại bắt kém , còn ai thích choi game thì rất là ok , máy mượt và xem phim cũng ok , pin dùng cũng được , chỉ gét mỗi cái van tay để ở túi quần là lúc nào cũng vân tay sai , nếu ai chọn con này nói về giá được khuyến mãi là vừa đẹp",máy ảnh tạm và tính năng tệ và hiệu suất tốt và giá tiền tốt và nói chung tốt,"{CAMERA, neutral}, {FEATURES, negative}, {PERFORMANCE, positive}, {PRICE, positive}, {GENERAL, positive}"
acsa,"Mua của tgdd hồi tết, dùng đến giờ mọi thứ đều tốt. Máy chạy rất ổn, pin dùng cả ngày không hết, màn hình sáng... Nói chung rất đáng mua.","mua của tgd hồi tết , dùng đến giờ mọi thứ đều tốt . máy chạy rất ổn , pin dùng cả ngày không hết , màn hình sáng nói chung rất đáng mua .",màn hình tốt và pin tốt và nói chung tốt,"{SCREEN, positive}, {BATTERY, positive}, {GENERAL, positive}"
acsa,"Cảm biến vân tay quá chán,có 1 ngón mà cứ báo k khớp...có cách nào khắc phục k ạ","cảm biến vân tay quá chán , có num ngón mà cứ báo không khớp có cách nào khắc phục không ạ",tính năng tệ,"{FEATURES, negative}"
acsa,"Mới mua hôm wa cảm thấy ok, nhưng ko biết máy này có 5g ko nữa,sau này có hỗ trợ 5g thì tốt","mới mua hôm quá cảm thấy ok , nhưng không biết máy này có num g không nữa , sau này có hỗ trợ num g thì tốt",tính năng tạm và nói chung tốt,"{FEATURES, neutral}, {GENERAL, positive}"
acsa,Máy này cảm biến vân tay quá tệ. Lúc trước sài con A9 cảm biến vân tay rất tốt mà sài qua máy này tệ dã man.máy màn hình còn bị ám màu hơi đục đục nữa . Buồn quá giờ lỡ mua rồi ko biết phải làm sao nữa.,máy này cảm biến vân tay quá tệ . lúc trước sài con a num cảm biến vân tay rất tốt mà sài qua máy này tệ dã man . máy màn hình còn bị ám màu hơi đục đục nữa . buồn quá giờ lỡ mua rồi không biết phải làm sao nữa .,màn hình tệ và tính năng tệ,"{SCREEN, negative}, {FEATURES, negative}"
acsa,Ko bt máy của mọi người thế nào chứ may m dùng sóng mạng kém chụp ảnh thì bị vỡ ảnh,không biết máy của mọi người thế nào chứ may mình dùng sóng mạng kém chụp ảnh thì bị vỡ ảnh,máy ảnh tệ và tính năng tệ,"{CAMERA, negative}, {FEATURES, negative}"
acsa,"Mới mua đc 2 hôm,dùng rất mượt không có j để chê,còn vân tay theo mình thấy cũng nhanh không chậm như mọi người chê,màn hình supper amoled phải nói quá đẹp,chơi game rất mượt, còn về mặt lưng nhựa nhìn rất đẹp nhá k tin ra tgdđ trải nghiệm thử thì bjt.Nói chung tầm giá 9tr hàng chính hãng thì quá ngon rồi","mới mua được num hôm , dùng rất mượt không có gì để chê , còn vân tay theo mình thấy cũng nhanh không chậm như mọi người chê , màn hình super amoled phải nói quá đẹp , chơi game rất mượt , còn về mặt lưng nhựa nhìn rất đẹp nhá không tin ra thế giới di động trải nghiệm thử thì bjt . nói chung tầm giá num tr hàng chính hãng thì quá ngon rồi",màn hình tốt và tính năng tạm và hiệu suất tốt và thiết kế tốt và giá tiền tạm và nói chung tốt,"{SCREEN, positive}, {FEATURES, neutral}, {PERFORMANCE, positive}, {DESIGN, positive}, {PRICE, neutral}, {GENERAL, positive}"
acsa,"Sản phẩm quá tệ.Tuy giảm nhiều nhưng nhưng máy dùng quá chán so với giá. Các hãng khác cùng giá ngon ổn định đây a70 vân tay quá kém,màn hình nhanh giật lác .Mình sử dụng được gần 1 tháng phải mang ra để đổi sang oppo dùng quá là ổn định luôn","sản phẩm quá tệ . tuy giảm nhiều nhưng nhưng máy dùng quá chán so với giá . các hãng khác cùng giá ngon ổn định đây a num vân tay quá kém , màn hình nhanh giật lác . mình sử dụng được gần num tháng phải mang ra để đổi sang opo dùng quá là ổn định luôn",tính năng tệ và giá tiền tạm và nói chung tệ,"{FEATURES, negative}, {PRICE, neutral}, {GENERAL, negative}"
acsa,Nhâ viên nhiệt tình pin khá ổn chụp ảnh đẹp nhưng tải lên f bị vỡ hết ảnh hơn buonc😐,nhâ viên nhiệt tình pin khá ổn chụp ảnh đẹp nhưng tải lên f bị vỡ hết ảnh hơn tệ,máy ảnh tốt và pin tốt và hiệu suất tệ và phục vụ với phụ kiện tốt,"{CAMERA, positive}, {BATTERY, positive}, {PERFORMANCE, negative}, {SER_ACC, positive}"
acsa,"Mình đặt mua iPhone 11 và lấy 1/11 tại tgdđ dùng đến nay hơn tuần sài quá tuyệt vời quá mượt màn hình ip11 năm nay quá đẹp các tác vụ đều mượt mà ko chê vào đâu được, pin thì khỏi phải nói rồi trâu bò luôn....sản phẩm đáng mua! iPhone mà...","mình đặt mua iphone num và lấy num num tại thế giới di động dùng đến nay hơn tuần sài quá tuyệt vời quá mượt màn hình ip num năm nay quá đẹp các tác vụ đều mượt mà không chê vào đâu được , pin thì khỏi phải nói rồi trâu bò luôn . sản phẩm đáng mua ! iphone mà",màn hình tốt và pin tốt và hiệu suất tốt và nói chung tốt và phục vụ với phụ kiện tốt,"{SCREEN, positive}, {BATTERY, positive}, {PERFORMANCE, positive}, {GENERAL, positive}, {SER_ACC, positive}"
acsa,Ok tốt như mong đợi. Lướt we hơi chậm. đẹp nói chung vừa giá tiền. Loa to xem phim nét pin xài lâu xạc nhanh.,ok tốt như mong đợi . lướt chúng tôi hơi chậm . đẹp nói chung vừa giá tiền . loa to xem phim nét pin xài lâu xạc nhanh .,màn hình tốt và tính năng tốt và pin tốt và hiệu suất tệ và thiết kế tốt và giá tiền tạm và nói chung tốt,"{SCREEN, positive}, {FEATURES, positive}, {BATTERY, positive}, {PERFORMANCE, negative}, {DESIGN, positive}, {PRICE, neutral}, {GENERAL, positive}"
acsa,Cho em hỏi em vừa mới mua iPhone 11 pro max . Nhưng màn hình của em nó bị ám vàng ạ . Em mua về đến tối thì em mới để ý là màn hình bị ám vàng . Không biết đó là lỗi hay như thế nào ạ .,cho em hỏi em vừa mới mua iphone num pro siêu . nhưng màn hình của em nó bị ám vàng ạ . em mua về đến tối thì em mới để ý là màn hình bị ám vàng . không biết đó là lỗi hay như thế nào ạ .,màn hình tệ,"{SCREEN, negative}"
acsa,"IOS sài thi ok nhưng không biết sao tư nhiên viền máy bong tróc sơn. Mình mua máy màu đen bóng, có sài ốp lưng bảo vệ mà giờ viền bong tróc sơn. Có phải do sơn kém chất lượng không apple","ios sài thi ok nhưng không biết sao tư nhiên viền máy bong tróc sơn . mình mua máy màu đen bóng , có sài ốp lưng bảo vệ mà giờ viền bong tróc sơn . có phải do sơn kém chất lượng không aple",thiết kế tệ,"{DESIGN, negative}"
acsa,Mk đã dùng đc hơn 3 tháng sài rất là oke và cập nhật lần này ko bj lỗi vân tay nx nha,mình đã dùng được hơn num tháng sài rất là ok và cập nhật lần này không bao giờ lỗi vân tay nx nha,tính năng tạm và hiệu suất tốt và nói chung tốt,"{FEATURES, neutral}, {PERFORMANCE, positive}, {GENERAL, positive}"
acsa,Sau 2 tuần sử dụng. Pin k còn đc trâu.chân sạc hơi lỏng. Chơi game thì bảo mượt. Camera cũng tạm.,sau num tuần sử dụng . pin không còn được trâu . chân sạc hơi lỏng . chơi game thì bảo mượt . camera cũng tạm .,máy ảnh tạm và pin tệ và hiệu suất tốt và phục vụ với phụ kiện tệ,"{CAMERA, neutral}, {BATTERY, negative}, {PERFORMANCE, positive}, {SER_ACC, negative}"
acsa,"Tôi mua máy hôm t6 tuần rồi mà bây giờ dùng thì thấy máy không mượt,chơi game thì nhấn không ăn,khá thất vọng","tôi mua máy hôm t num tuần rồi mà bây giờ dùng thì thấy máy không mượt , chơi game thì nhấn không ăn , khá thất vọng",tính năng tệ và hiệu suất tệ và nói chung tốt,"{FEATURES, negative}, {PERFORMANCE, negative}, {GENERAL, positive}"
acsa,Sài 3 ngày Sản phẩm tạm được nhiều lúc hay đứng máy. Sài lên mạng.khong có chức năng nhân bảng ứng dụng.phù hợp giá tiền,sài num ngày sản phẩm tạm được nhiều lúc hay đứng máy . sài lên mạng . không có chức năng nhân bảng ứng dụng . phù hợp giá tiền,hiệu suất tệ và giá tiền tốt,"{PERFORMANCE, negative}, {PRICE, positive}"
acsa,"máy quá tệ, thật thất vọng , sử dụng mới 3 ngày mà máy bị lỗi màn hình, chơi game ko được mượt làm","máy quá tệ , thật thất vọng , sử dụng mới num ngày mà máy bị lỗi màn hình , chơi game không được mượt làm",màn hình tệ và hiệu suất tệ và nói chung tệ,"{SCREEN, negative}, {PERFORMANCE, negative}, {GENERAL, negative}"
acsa,"Phải nói là Ngon - Bổ - Rẻ. Nếu đủ tiền mua 5 cái luôn, camera lồi hơi bất tiện.","phải nói là ngon - bổ - rẻ . nếu đủ tiền mua num cái luôn , camera lồi hơi bất tiện .",thiết kế tệ và giá tiền tốt và nói chung tốt,"{DESIGN, negative}, {PRICE, positive}, {GENERAL, positive}"
acsa,Em mua cho mẹ dùng mà kém quá.muốn đổi cái khác đời cao hơn có mất phí gì không ạ?em với mua được 10hôm,em mua cho mẹ dùng mà kém quá . muốn đổi cái khác đời cao hơn có mất phí gì không ạ ? em với mua được num hôm,nói chung tệ và phục vụ với phụ kiện tạm,"{GENERAL, negative}, {SER_ACC, neutral}"
acsa,Mới mua về sp oke máy mượt nhân viên phục vụ tận tình chỉ mỗi tội sp là hàng chưng bày và có lỗi nhỏ sp tự động mở màng hình mà ko có lí do,mới mua về sản phẩm ok máy mượt nhân viên phục vụ tận tình chỉ mỗi tội sản phẩm là hàng chưng bày và có lỗi nhỏ sản phẩm tự động mở màng hình mà không có lí do,hiệu suất tệ và nói chung tốt và phục vụ với phụ kiện tốt,"{PERFORMANCE, negative}, {GENERAL, positive}, {SER_ACC, positive}"
acsa,"Sản phẩm dùng ok trong tầm giá , loa nghe rất êm, nhân viên tư vấn nhiệt tình, mọi người có thể mua trải nghiệm","sản phẩm dùng ok trong tầm giá , loa nghe rất êm , nhân viên tư vấn nhiệt tình , mọi người có thể mua trải nghiệm",tính năng tốt và giá tiền tạm và nói chung tốt và phục vụ với phụ kiện tốt,"{FEATURES, positive}, {PRICE, neutral}, {GENERAL, positive}, {SER_ACC, positive}"
acsa,"Sản phẩm tốt. Máy chạy ổn định, giao diện dễ sử dụng, pin dùng lâu, sạc nhanh, không bị nóng khi sử dụng.","sản phẩm tốt . máy chạy ổn định , giao diện dễ sử dụng , pin dùng lâu , sạc nhanh , không bị nóng khi sử dụng .",pin tốt và hiệu suất tốt và nói chung tốt,"{BATTERY, positive}, {PERFORMANCE, positive}, {GENERAL, positive}"
acsa,Hơi tiếc nhân viên tư vấn bảo có dán sẵ miếng dán mà k để ý về nhà dùng mới xem kĩ. Chả có gì ngoài kính,hơi tiếc nhân viên tư vấn bảo có dán sẵ miếng dán mà không để ý về nhà dùng mới xem kĩ . chả có gì ngoài kính,phục vụ với phụ kiện tệ,"{SER_ACC, negative}"
acsa,"Mua được hơn 1 tháng, đánh giá của riêng mình là dùng ngon, chưa bị lỗi gì cả. Mới mua về pin còn mới, nên tụt hơi nhanh, khi xài dc 5,6 ngày thì pin tự ổn định lại sẽ tụt ít hơn. Mọi người mua về nên tắt tự update ứng dụng và vài chức năng k dùng đến. Chế độ pin mọi người nên để mức tối ưu trung bình thì sẽ đỡ hao pin.","mua được hơn num tháng , đánh giá của riêng mình là dùng ngon , chưa bị lỗi gì cả . mới mua về pin còn mới , nên tụt hơi nhanh , khi xài được num , num ngày thì pin tự ổn định lại sẽ tụt ít hơn . mọi người mua về nên tắt tự cập nhật ứng dụng và vài chức năng không dùng đến . chế độ pin mọi người nên để mức tối ưu trung bình thì sẽ đỡ hao pin .",pin tạm và nói chung tốt,"{BATTERY, neutral}, {GENERAL, positive}"
acsa,Máy ổn.dùng bình thường đc 2 ngày.loa to. Sóng sánh căng đét 👌 máy ảnh ok so với tầm giá,máy ổn . dùng bình thường được num ngày . loa to . sóng sánh căng đét tốt máy ảnh ok so với tầm giá,máy ảnh tốt và tính năng tốt và giá tiền tạm và nói chung tốt,"{CAMERA, positive}, {FEATURES, positive}, {PRICE, neutral}, {GENERAL, positive}"
acsa,Máy mượt chơi game rất tốt có điều vân tay hơi chậm lên xíu th có cấp sạc nhanh sạc tí là đầy pin ngay.Ms mua nên chưa bik tgian sau này ntn,máy mượt chơi game rất tốt có điều vân tay hơi chậm lên xíu th có cấp sạc nhanh sạc tí là đầy pin ngay . ms mua nên chưa biết tgian sau này như thế nào,tính năng tệ và pin tốt và hiệu suất tốt,"{FEATURES, negative}, {BATTERY, positive}, {PERFORMANCE, positive}"
acsa,Sản phẩm khá tốt và tuyệt vời để làm streamer với giá như thế này mong sẽ giảm giá thêm nhiều máy như thế này,sản phẩm khá tốt và tuyệt vời để làm streamer với giá như thế này mong sẽ giảm giá thêm nhiều máy như thế này,giá tiền tốt và nói chung tốt,"{PRICE, positive}, {GENERAL, positive}"
acsa,Mình mua sao ko dc tặng sim nhỉ. Loa ngoài kém. Camera màu tối. Ko dc như qc. Sạc nóng máy nóng. Mạng yếu,mình mua sao không được tặng sim nhỉ . loa ngoài kém . camera màu tối . không được như qc . sạc nóng máy nóng . mạng yếu,máy ảnh tệ và tính năng tệ và pin tệ và phục vụ với phụ kiện tệ,"{CAMERA, negative}, {FEATURES, negative}, {BATTERY, negative}, {SER_ACC, negative}"
acsa,"Mua máy được 2 ngày,nghe gọi rõ,chụp ảnh đẹp,pin quá khoẻ,đáng mua trong tầm giá.","mua máy được num ngày , nghe gọi rõ , chụp ảnh đẹp , pin quá khoẻ , đáng mua trong tầm giá .",máy ảnh tốt và tính năng tốt và pin tốt và giá tiền tốt,"{CAMERA, positive}, {FEATURES, positive}, {BATTERY, positive}, {PRICE, positive}"
acsa,"Máy pin trâu, nhạc to rõ, sạc pin nhanh. Tuy nhiên chụp ảnh nhiều hạt làm ảnh chưa nét lắm. Game thì giật đơ và tự thoát khỏi trò chơi nhất là liên quân. Cuoc gọi đến hiện số chậm khoảng 10s gây khó khăn cho việc trả lời cuộc goi.de nghị hãng sớm cải thiện. Mình chia tay con này sớm bớt đau khổ mọi người ơi.","máy pin trâu , nhạc to rõ , sạc pin nhanh . tuy nhiên chụp ảnh nhiều hạt làm ảnh chưa nét lắm . game thì giật đơ và tự thoát khỏi trò chơi nhất là liên quân . cuoc gọi đến hiện số chậm khoảng num s gây khó khăn cho việc trả lời cuộc goi . de nghị hãng sớm cải thiện . mình chia tay con này sớm bớt đau khổ mọi người ơi .",máy ảnh tệ và tính năng tạm và pin tốt và hiệu suất tệ,"{CAMERA, negative}, {FEATURES, neutral}, {BATTERY, positive}, {PERFORMANCE, negative}"
acsa,"Mọi thứ đều tốt, pin trâu, cảm biến mượt, chưa thấy lỗi gì, trừ việc chưa kết nối được 5G.","mọi thứ đều tốt , pin trâu , cảm biến mượt , chưa thấy lỗi gì , trừ việc chưa kết nối được num g .",tính năng tệ và pin tốt và hiệu suất tốt và nói chung tốt,"{FEATURES, negative}, {BATTERY, positive}, {PERFORMANCE, positive}, {GENERAL, positive}"
