task,raw_input,input,output,raw_output,reasoning
acsa,"Bánh, món ăn ngon, đuoc.","bánh , món ăn ngon , đuoc .",chất lượng đồ ăn tốt,"{FOOD#QUALITY, positive}","Nhãn {FOOD#QUALITY, positive} được gán vì bài đánh giá đề cập đến chất lượng của thức ăn, cụ thể là ""bánh, món ăn ngon, đuoc"". Đây là nhận xét tích cực về chất lượng thức ăn, cho thấy người đánh giá hài lòng với món ăn tại nhà hàng."
acsa,Về đồ uống mình thấy giá khá đắt so với sinh viên và uống cũng bình thường thôi.,về đồ uống mình thấy giá khá đắt so với sinh viên và uống cũng bình thường thôi .,giá tiền đồ uống tệ và chất lượng đồ uống tạm,"{DRINKS#PRICES, negative}, {DRINKS#QUALITY, neutral}","Nhãn {DRINKS#PRICES, negative} được gán vì người đánh giá đã nhận xét rằng giá cả của đồ uống khá đắt so với sinh viên, điều này cho thấy sự không hài lòng với mức giá của đồ uống. Nhãn {DRINKS#QUALITY, neutral} được gán vì người đánh giá cho rằng chất lượng đồ uống chỉ ở mức bình thường, không có nhận xét tích cực hoặc tiêu cực rõ ràng về chất lượng đồ uống."
acsa,Quán ăn nhật bản dc đánh giá khá cao về cả dịch vụ lẫn chất lượng ❤️❤️.,quán ăn nhật bản được đánh giá khá cao về cả dịch vụ lẫn chất lượng tốt tốt .,nhà hàng nói chung tốt,"{RESTAURANT#GENERAL, positive}","Nhãn {RESTAURANT#GENERAL, positive} được gán vì bài đánh giá đề cập đến quán ăn Nhật Bản một cách chung chung và đánh giá cao về cả dịch vụ lẫn chất lượng. Điều này cho thấy người đánh giá rất hài lòng với trải nghiệm tổng thể tại quán, bao gồm cả dịch vụ và chất lượng thức ăn. Do đó, nhận xét này được gán nhãn tích cực liên quan đến quán ăn nói chung."
acsa,Còn mỗi hồng trà vs Trà xnah sữa 😫😫,còn mỗi hồng trà với trà xnah sữa tệ tệ,lựa chọn đồ uống tạm,"{DRINKS#STYLE&OPTIONS, neutral}","Nhãn {DRINKS#STYLE&OPTIONS, neutral} được gán vì bài đánh giá chỉ đề cập đến việc quán chỉ còn hai loại đồ uống là hồng trà và trà xanh sữa mà không có bất kỳ nhận xét tích cực hoặc tiêu cực nào về chất lượng hoặc giá cả của chúng. Do đó, nhận xét này được gán nhãn trung lập liên quan đến các lựa chọn đồ uống."
acsa,"Mình chọn seafood và nấm đế mỏng, 1salad.","mình chọn seafod và nấm đế mỏng , num salad .",lựa chọn đồ ăn tạm,"{FOOD#STYLE&OPTIONS, neutral}","Nhãn {FOOD#STYLE&OPTIONS, neutral} được gán vì bài đánh giá đề cập đến việc chọn seafood và nấm đế mỏng, cũng như một món salad. Tuy nhiên, người đánh giá không đưa ra bất kỳ ý kiến tích cực hoặc tiêu cực nào về các lựa chọn thực phẩm này, do đó, nhãn được gán là trung lập."
acsa,"Được cái chị chủ bên này vui tính lạc quan, nói cười đùa vui rổn rảng.","được cái chị chủ bên này vui tính lạc quan , nói cười đùa vui rổn rảng .",phục vụ tốt,"{SERVICE#GENERAL, positive}","Nhãn {SERVICE#GENERAL, positive} được gán vì bài đánh giá đề cập đến thái độ phục vụ của chị chủ quán là vui vẻ, lạc quan và thân thiện. Điều này cho thấy người đánh giá rất hài lòng với cách phục vụ của quán, đặc biệt là từ chị chủ. Do đó, nhận xét này được gán nhãn tích cực liên quan đến dịch vụ."
acsa,"Bước đến quán thấy không gian khá là ấm cúng mà tiếc cái là không có lầu, chỉ phục vụ gói gọn trong một chỗ thôi nếu không là tuyệt vời lắm luôn.","bước đến quán thấy không gian khá là ấm cúng mà tiếc cái là không có lầu , chỉ phục vụ gói gọn trong một chỗ thôi nếu không là tuyệt vời lắm luôn .",không gian tạm,"{AMBIENCE#GENERAL, neutral}","Nhãn {AMBIENCE#GENERAL, neutral} được gán vì bài đánh giá đề cập đến không gian của quán với cảm xúc trung lập. Mặc dù người đánh giá cho rằng không gian khá ấm cúng, nhưng họ cũng bày tỏ sự tiếc nuối vì quán không có lầu và chỉ phục vụ tại một chỗ. Do đó, không có sự hài lòng hoặc không hài lòng rõ ràng về không gian chung của quán, nên nhãn này được gán là trung lập."
acsa,"Vị trí:hơi xa nhà mình, lên đây cũng không tiện lắm, vị trí dễ tìm.","vị trí : hơi xa nhà mình , lên đây cũng không tiện lắm , vị trí dễ tìm .",địa chỉ tốt,"{LOCATION#GENERAL, positive}","Nhãn {LOCATION#GENERAL, positive} được gán vì bài đánh giá đề cập đến vị trí của nhà hàng. Mặc dù khách hàng cho rằng nhà hàng hơi xa và không thuận tiện, nhưng họ cũng nhận xét rằng vị trí dễ tìm. Điều này cho thấy một cảm nhận tích cực về vị trí chung của nhà hàng, do đó nhãn này được gán là tích cực."
acsa,"- không gian quán decor đẹp, like.","- không gian quán trang trí đẹp , thích .",không gian tốt,"{AMBIENCE#GENERAL, positive}","Nhãn {AMBIENCE#GENERAL, positive} được gán vì bình luận này đánh giá cao không gian quán với cách trang trí đẹp, điều này cho thấy người đánh giá rất hài lòng với không gian chung của quán. Sự hài lòng này được thể hiện qua từ ""like"", cho thấy một cảm xúc tích cực."
acsa,Hôm nay quán khai trương nên có tặng free 200 ly trong khung giờ từ 17g đến 19g.,hôm nay quán khai trương nên có tặng miễn phí num ly trong khung giờ từ num g đến num g .,vấn đề khác tốt,"{RESTAURANT#MISCELLANEOUS, positive}","Nhãn {RESTAURANT#MISCELLANEOUS, positive} được gán vì bài đánh giá đề cập đến việc quán tặng miễn phí 200 ly trong khung giờ từ 17g đến 19g nhân dịp khai trương. Đây là một hành động tích cực từ phía quán nhằm thu hút khách hàng và tạo ấn tượng tốt, do đó nhận xét này được gán nhãn tích cực liên quan đến các khía cạnh khác của nhà hàng."
acsa,"Quán nổi tiếng nên nhiều người mua, xếp hàng hơi lâu mới tới món mình.","quán nổi tiếng nên nhiều người mua , xếp hàng hơi lâu mới tới món mình .",nhà hàng nói chung tốt và phục vụ tệ,"{RESTAURANT#GENERAL, positive}, {SERVICE#GENERAL, negative}","Nhãn {RESTAURANT#GENERAL, positive} được gán vì bình luận đề cập đến việc quán nổi tiếng, điều này cho thấy người đánh giá có cảm nhận tích cực về quán nói chung. Nhãn {SERVICE#GENERAL, negative} được gán vì người đánh giá đã phải xếp hàng lâu để mua món, điều này cho thấy sự không hài lòng với chất lượng dịch vụ nói chung. Việc phải chờ đợi lâu có thể làm giảm trải nghiệm của khách hàng, do đó, nhận xét này được gán nhãn tiêu cực liên quan đến dịch vụ."
acsa,Quán hơn 17h30 mới phục vụ thực khách.,quán hơn num h num mới phục vụ thực khách .,nhà hàng nói chung tạm,"{RESTAURANT#GENERAL, neutral}","Nhãn {RESTAURANT#GENERAL, neutral} được gán vì bình luận chỉ đề cập đến thời gian mở cửa của quán, mà không thể hiện bất kỳ cảm xúc tích cực hay tiêu cực nào. Thông tin này không liên quan trực tiếp đến chất lượng thức ăn, dịch vụ, không gian hay bất kỳ khía cạnh cụ thể nào khác của nhà hàng, mà chỉ đơn thuần là một thông tin chung về quán, do đó nhãn chung của nhà hàng với tình cảm trung lập được gán."
acsa,Hôm đó mua 1 phần đem về 25k.,hôm đó mua num phần đem về giá tiền .,giá tiền đồ ăn tạm,"{FOOD#PRICES, neutral}","Nhãn {FOOD#PRICES, neutral} được gán vì bài đánh giá đề cập đến giá cả của món ăn (""1 phần đem về 25k"") nhưng không có bất kỳ nhận xét tích cực hoặc tiêu cực nào về giá cả này. Người đánh giá chỉ đơn thuần nêu ra giá cả mà không đưa ra ý kiến cá nhân về việc liệu giá cả có hợp lý hay không, do đó nhãn này được gán với cảm xúc trung lập."
acsa,"Không gian ấm cúng, đồ ăn ngon và đẹp nữa :))","không gian ấm cúng , đồ ăn ngon và đẹp nữa : ) )",không gian tốt và chất lượng đồ ăn tốt và lựa chọn đồ ăn tốt,"{AMBIENCE#GENERAL, positive}, {FOOD#QUALITY, positive}, {FOOD#STYLE&OPTIONS, positive}","Nhãn đầu tiên {AMBIENCE#GENERAL, positive} được gán vì bình luận nhận xét không gian quán là ấm cúng, cho thấy người đánh giá hài lòng với không gian chung của quán. Nhãn thứ hai {FOOD#QUALITY, positive} được gán vì khách hàng nhận xét rằng đồ ăn ngon, điều này cho thấy họ hài lòng với chất lượng thức ăn tại quán. Nhãn cuối cùng {FOOD#STYLE&OPTIONS, positive} được gán vì người đánh giá cũng nhận xét rằng đồ ăn đẹp, cho thấy họ hài lòng với cách trình bày và lựa chọn thức ăn tại quán."
acsa,Gửi xe ngoài sau quán nha hình như có tốn tiền thì phải mình quên mất tiêu rồi.,gửi xe ngoài sau quán nha hình như có tốn tiền thì phải mình quên mất tiêu rồi .,vấn đề khác tạm,"{RESTAURANT#MISCELLANEOUS, neutral}","Nhãn {RESTAURANT#MISCELLANEOUS, neutral} được gán vì bài đánh giá đề cập đến việc gửi xe ở sau quán, nhưng không có nhận xét tích cực hoặc tiêu cực rõ ràng về việc này. Người đánh giá cũng không chắc chắn về việc có phải trả phí để gửi xe hay không, do đó, nhận xét này được gán nhãn trung lập liên quan đến các khía cạnh khác của nhà hàng."
acsa,Ăn với miến và thịt bò làm mình rất hài lòng.,ăn với miến và thịt bò làm mình rất hài lòng .,chất lượng đồ ăn tốt,"{FOOD#QUALITY, positive}","Nhãn {FOOD#QUALITY, positive} được gán vì bài đánh giá đề cập đến chất lượng của thức ăn, cụ thể là miến và thịt bò, với nhận xét tích cực. Người đánh giá đã thể hiện sự hài lòng với chất lượng của những món ăn này, cho thấy họ đánh giá cao chất lượng thức ăn tại nhà hàng."
acsa,"Nước rất đa dạng, mình chủ yếu uống trà xanh váng sữa béo có vị beo béo hoà quyện với trà rất ngon.","nước rất đa dạng , mình chủ yếu uống trà xanh váng sữa béo có vị beo béo hoà quyện với trà rất ngon .",chất lượng đồ uống tốt và lựa chọn đồ uống tốt,"{DRINKS#QUALITY, positive}, {DRINKS#STYLE&OPTIONS, positive}","Nhãn {DRINKS#QUALITY, positive} được gán vì người đánh giá đã đánh giá cao chất lượng của nước uống, cụ thể là trà xanh váng sữa béo. Người đánh giá cho rằng trà có vị beo béo hoà quyện rất ngon, cho thấy họ hài lòng với chất lượng của nước uống. Nhãn {DRINKS#STYLE&OPTIONS, positive} được gán vì người đánh giá cũng nhận xét rằng nước uống ở đây rất đa dạng, cho thấy họ hài lòng với số lượng và sự đa dạng của các lựa chọn nước uống."
acsa,Nêu ai có thẻ vip của Phúc Long thì sẽ được giảm giá mười phần trăm trên tổng hoá đơn.,nêu ai có thẻ vip của phúc long thì sẽ được giảm giá mười phần trăm trên tổng hoá đơn .,vấn đề khác tốt,"{RESTAURANT#MISCELLANEOUS, positive}","Nhãn {RESTAURANT#MISCELLANEOUS, positive} được gán vì bài đánh giá đề cập đến việc có thẻ vip của Phúc Long sẽ được giảm giá mười phần trăm trên tổng hoá đơn. Đây là một thông tin tích cực về chính sách giảm giá của nhà hàng, cho thấy người đánh giá hài lòng với chương trình ưu đãi này. Do đó, nhận xét này được gán nhãn tích cực liên quan đến các khía cạnh khác của nhà hàng."
acsa,1 cái tầm 45k trB lên.,num cái tầm giá tiền trb lên .,giá tiền nhà hàng tạm,"{RESTAURANT#PRICES, neutral}","Nhãn {RESTAURANT#PRICES, neutral} được gán vì bài đánh giá đề cập đến giá cả của món ăn tại nhà hàng với mức giá là 45k cho một cái. Tuy nhiên, người đánh giá không đưa ra bất kỳ ý kiến tích cực hay tiêu cực nào về mức giá này, do đó, nhãn này được đánh giá là trung lập."
acsa,Bác bảo vệ phía trước cũng ok.,bác bảo vệ phía trước cũng ok .,phục vụ tốt,"{SERVICE#GENERAL, positive}","Nhãn {SERVICE#GENERAL, positive} được gán vì bài đánh giá đề cập đến việc bác bảo vệ phía trước làm việc tốt, điều này cho thấy sự hài lòng của khách hàng với dịch vụ nói chung tại nhà hàng. Bác bảo vệ là một phần của dịch vụ của nhà hàng, do đó, nhận xét tích cực này được gán nhãn là tích cực liên quan đến dịch vụ."
acsa,"Pizza mình thấy tàm tạm, viền mỏng, giòn giòn.","piza mình thấy tàm tạm , viền mỏng , giòn giòn .",chất lượng đồ ăn tạm và lựa chọn đồ ăn tốt,"{FOOD#QUALITY, neutral}, {FOOD#STYLE&OPTIONS, positive}","Nhãn {FOOD#QUALITY, neutral} được gán vì người đánh giá chỉ đánh giá pizza là ""tàm tạm"", không có cảm xúc tích cực hoặc tiêu cực mạnh mẽ về chất lượng của món ăn, cho thấy sự trung lập trong đánh giá. Nhãn {FOOD#STYLE&OPTIONS, positive} được gán vì người đánh giá thích cách pizza được làm với viền mỏng và giòn, cho thấy sự hài lòng với phong cách và lựa chọn của món ăn."
acsa,"Lẩu vừa vị, chua, thịt bò cũng ngon, tươi.","lẩu vừa vị , chua , thịt bò cũng ngon , tươi .",chất lượng đồ ăn tốt,"{FOOD#QUALITY, positive}","Nhãn {FOOD#QUALITY, positive} được gán vì bài đánh giá đề cập đến chất lượng của thức ăn tại nhà hàng một cách tích cực. Cụ thể, người đánh giá đã nhận xét rằng lẩu có vị vừa phải và chua, cùng với thịt bò ngon và tươi. Điều này cho thấy họ hài lòng với chất lượng thức ăn, do đó nhãn này được gán là tích cực."
acsa,"Cá hồi và cá ngừ thì tươi khỏi bàn luôn, ngon kinh khủng khiếp.","cá hồi và cá ngừ thì tươi khỏi bàn luôn , ngon kinh khủng khiếp .",chất lượng đồ ăn tốt và lựa chọn đồ ăn tạm,"{FOOD#QUALITY, positive}, {FOOD#STYLE&OPTIONS, neutral}","Nhãn {FOOD#QUALITY, positive} được gán vì bài đánh giá đề cập đến chất lượng của cá hồi và cá ngừ với nhận xét rất tích cực, thể hiện sự hài lòng với chất lượng của thực phẩm. Cụ thể, người đánh giá cho rằng cá hồi và cá ngừ rất tươi và ngon, điều này cho thấy họ rất hài lòng với chất lượng của các món ăn này. Nhãn {FOOD#STYLE&OPTIONS, neutral} được gán vì bài đánh giá đề cập đến các lựa chọn thực phẩm (cá hồi và cá ngừ) nhưng không có nhận xét tích cực hoặc tiêu cực rõ ràng về các lựa chọn này, chỉ đơn giản là nói rằng chúng tươi, do đó, nhãn này được đánh giá là trung lập."
acsa,✨ Giá cả:giá cả khá là hợp lí nhé.,tốt giá cả : giá cả khá là hợp lí nhé .,giá tiền nhà hàng tốt,"{RESTAURANT#PRICES, positive}","Nhãn {RESTAURANT#PRICES, positive} được gán vì bình luận đánh giá giá cả của nhà hàng là hợp lý. Điều này cho thấy người đánh giá hài lòng với mức giá mà nhà hàng đưa ra, do đó, nhận xét này được gán nhãn tích cực liên quan đến giá cả của nhà hàng."
acsa,"Bánh mousse chanh chua rõ rệt, đế là lớp bánh quy vụn mỏng, ăn thích cực kì ngon lắm luôn.","bánh mouse chanh chua rõ rệt , đế là lớp bánh quy vụn mỏng , ăn thích cực kì ngon lắm luôn .",lựa chọn đồ ăn tốt và chất lượng đồ ăn tốt,"{FOOD#STYLE&OPTIONS, positive}, {FOOD#QUALITY, positive}","Nhãn {FOOD#STYLE&OPTIONS, positive} được gán vì bài đánh giá đề cập đến một món ăn cụ thể là ""bánh mousse chanh"" với đế là lớp bánh quy vụn mỏng. Điều này cho thấy người đánh giá hài lòng với sự sáng tạo và lựa chọn món ăn tại nhà hàng. Nhãn {FOOD#QUALITY, positive} được gán vì người đánh giá đã thể hiện sự hài lòng với chất lượng của món ăn, đặc biệt là vị chua rõ rệt của bánh mousse chanh và cảm giác thích thú khi ăn món này."
acsa,"Nước sốt cajun mình không biết có chuẩn vị không, nhưng ngon lắm, cay cay vừa miệng.","nước sốt cajun mình không biết có chuẩn vị không , nhưng ngon lắm , cay cay vừa miệng .",chất lượng đồ ăn tốt,"{FOOD#QUALITY, positive}","Nhãn {FOOD#QUALITY, positive} được gán vì bài đánh giá đề cập đến chất lượng của nước sốt cajun với nhận xét tích cực. Người đánh giá cho biết mặc dù không chắc chắn về độ chuẩn của hương vị, nhưng họ thấy nước sốt rất ngon và vừa miệng. Điều này cho thấy họ hài lòng với chất lượng của món ăn, do đó nhãn này được gán là tích cực."
acsa,Điểm trừ lớn nhất của Đen Đá đó chính là k gian.,điểm trừ lớn nhất của đen đá đó chính là không gian .,không gian tệ,"{AMBIENCE#GENERAL, negative}","Nhãn {AMBIENCE#GENERAL, negative} được gán vì bài đánh giá đề cập đến không gian (k gian) của quán Đen Đá một cách tiêu cực. ""Điểm trừ lớn nhất"" cho thấy rằng người đánh giá không hài lòng với không gian của quán, do đó, nhận xét này được gán nhãn tiêu cực liên quan đến không gian chung của nhà hàng."
acsa,"Không gian sang trọng, giá cả tính ra bình dân so với danh xưng ' nhà hàng ' và một không gian như vậy.","không gian sang trọng , giá cả tính ra bình dân so với danh xưng ' nhà hàng ' và một không gian như vậy .",không gian tốt và giá tiền nhà hàng tốt,"{AMBIENCE#GENERAL, positive}, {RESTAURANT#PRICES, positive}","Nhãn {AMBIENCE#GENERAL, positive} được gán vì người đánh giá đã nhận xét rằng không gian của nhà hàng là sang trọng, điều này cho thấy họ hài lòng với không gian tổng thể của nhà hàng. Nhãn {RESTAURANT#PRICES, positive} được gán vì người đánh giá cũng nhận xét rằng giá cả của nhà hàng là bình dân so với danh xưng 'nhà hàng' và không gian sang trọng như vậy, điều này cho thấy họ cảm thấy giá cả ở đây là hợp lý và hài lòng với mức giá chung của nhà hàng."
acsa,"Bánh canh đặc biệt:có giò to, nhiều cua 60k.","bánh canh đặc biệt : có giò to , nhiều cua giá tiền .",lựa chọn đồ ăn tốt và giá tiền đồ ăn tạm,"{FOOD#STYLE&OPTIONS, positive}, {FOOD#PRICES, neutral}","Nhãn {FOOD#STYLE&OPTIONS, positive} được gán vì bài đánh giá đề cập đến sự đa dạng và phong phú của món ăn, cụ thể là bánh canh đặc biệt với giò to và nhiều cua. Điều này cho thấy người đánh giá hài lòng với các lựa chọn thức ăn tại nhà hàng. Nhãn {FOOD#PRICES, neutral} được gán vì bài đánh giá cũng đề cập đến giá cả của món ăn (60k) nhưng không có bất kỳ nhận xét tích cực hoặc tiêu cực nào về mức giá này, do đó, cảm xúc của người đánh giá về giá cả được xem là trung lập."
acsa,"Giá thì vẫn như xưa, nhưng chất lượng không bằng lúc trước nữa, được cái là nước chấm muối ớt tiêu xanh nêm vừa miệng nên cũng đỡ được phần nào đó 🙃🙃.","giá thì vẫn như xưa , nhưng chất lượng không bằng lúc trước nữa , được cái là nước chấm muối ớt tiêu xanh nêm vừa miệng nên cũng đỡ được phần nào đó tốt tốt .",giá tiền nhà hàng tạm và chất lượng đồ ăn tốt và nhà hàng nói chung tạm,"{RESTAURANT#PRICES, neutral}, {FOOD#QUALITY, positive}, {RESTAURANT#GENERAL, neutral}","Nhãn {RESTAURANT#PRICES, neutral} được gán vì bình luận đề cập đến giá cả của nhà hàng mà không có bất kỳ nhận xét tích cực hoặc tiêu cực nào, chỉ nói rằng giá cả ""vẫn như xưa"". Nhãn {FOOD#QUALITY, positive} được gán vì người đánh giá đã khen ngợi chất lượng của nước chấm muối ớt tiêu xanh, cho thấy họ hài lòng với món ăn này. Tuy nhiên, họ cũng nhận xét rằng chất lượng không còn như trước, nhưng vì họ đã khen ngợi một món ăn cụ thể nên nhãn này vẫn được xem là tích cực. Cuối cùng, nhãn {RESTAURANT#GENERAL, neutral} được gán vì người đánh giá có vẻ không hài lòng hoàn toàn nhưng cũng không hoàn toàn không hài lòng với nhà hàng nói chung, do đó, cảm xúc của họ được xem là trung lập."
acsa,"Quán nằm ở ngay góc phố Hàng Lược, hơi bị khuất một chút xíu.","quán nằm ở ngay góc phố hàng lược , hơi bị khuất một chút xíu .",địa chỉ tạm,"{LOCATION#GENERAL, neutral}","Nhãn {LOCATION#GENERAL, neutral} được gán vì bài đánh giá đề cập đến vị trí của quán ở góc phố Hàng Lược nhưng lại khuất một chút. Đây không phải là một nhận xét tiêu cực hay tích cực rõ ràng về vị trí của quán, mà chỉ đơn giản là mô tả vị trí cụ thể của nó. Do đó, nhãn trung lập được gán cho khía cạnh vị trí."
acsa,"Thích hợp ăn mời đối tác khi cần chọn 1 chỗ đẹp, giá cả phải chăng với danh hiệu nhà hàng .","thích hợp ăn mời đối tác khi cần chọn num chỗ đẹp , giá cả phải chăng với danh hiệu nhà hàng .",không gian tốt và giá tiền nhà hàng tốt,"{AMBIENCE#GENERAL, positive}, {RESTAURANT#PRICES, positive}","Nhãn {AMBIENCE#GENERAL, positive} được gán vì bình luận này đề cập đến việc chọn một nơi đẹp để ăn mời đối tác, cho thấy người đánh giá hài lòng với không gian của nhà hàng. Nhãn {RESTAURANT#PRICES, positive} được gán vì người đánh giá cũng nhận xét rằng giá cả ở đây phải chăng, điều này cho thấy họ đánh giá tích cực về mức giá của nhà hàng."
acsa,"Thức ăn ở đây theo mình thì khá ổn, chỉ có mấy món ốc thì thấy k ngon.","thức ăn ở đây theo mình thì khá ổn , chỉ có mấy món ốc thì thấy không ngon .",chất lượng đồ ăn tốt,"{FOOD#QUALITY, positive}","Nhãn {FOOD#QUALITY, positive} được gán vì người đánh giá đã nói rằng thức ăn ở đây khá ổn, điều này cho thấy họ hài lòng với chất lượng thức ăn nói chung. Tuy nhiên, họ cũng đề cập rằng một số món ốc không ngon, nhưng vì phần lớn thức ăn được đánh giá là tốt nên nhãn vẫn được gán là tích cực."
acsa,"Toast kim sa ít mặn, beo béo, ko ngán.","toast kim sa ít mặn , beo béo , không ngán .",chất lượng đồ ăn tốt,"{FOOD#QUALITY, positive}","Nhãn {FOOD#QUALITY, positive} được gán vì bài đánh giá đề cập đến chất lượng của món Toast kim sa với nhận xét tích cực. Người đánh giá cho rằng món ăn có hương vị vừa phải, beo béo và không gây cảm giác ngán, điều này cho thấy họ hài lòng với chất lượng món ăn."
acsa,Hơn nữa hôm đó cũng rất đông nên mình cũng thông cảm cho các bạn ấy.,hơn nữa hôm đó cũng rất đông nên mình cũng thông cảm cho các bạn ấy .,nhà hàng nói chung tốt,"{RESTAURANT#GENERAL, positive}","Nhãn {RESTAURANT#GENERAL, positive} được gán vì người đánh giá đã thể hiện sự thông cảm và linh hoạt với tình hình của nhà hàng, dù là trong tình huống đông khách. Điều này cho thấy một thái độ tích cực và lạc quan đối với nhà hàng nói chung, dù có thể có một số vấn đề về dịch vụ trong thời điểm đông khách."
acsa,Lava cake giá 35k xắn vào socola chảy ra mê tít:v.,lava cake giá giá tiền xắn vào socola chảy ra mê tít : v .,giá tiền đồ ăn tạm và lựa chọn đồ ăn tốt,"{FOOD#PRICES, neutral}, {FOOD#STYLE&OPTIONS, positive}","Nhãn {FOOD#PRICES, neutral} được gán vì bài đánh giá đề cập đến giá của món Lava cake là 35k nhưng không có bất kỳ nhận xét tích cực hoặc tiêu cực nào về mức giá này, do đó, nhãn này được đánh giá là trung lập. Nhãn {FOOD#STYLE&OPTIONS, positive} được gán vì bài đánh giá đề cập đến cách thức phục vụ món ăn (socola chảy ra khi xắn vào) và người đánh giá đã thể hiện sự hài lòng với điều này thông qua cụm từ ""mê tít"", cho thấy một cảm xúc tích cực đối với phong cách và lựa chọn món ăn."
acsa,"Thịt mềm, ngọt thịt.","thịt mềm , ngọt thịt .",chất lượng đồ ăn tốt,"{FOOD#QUALITY, positive}","Nhãn {FOOD#QUALITY, positive} được gán vì bài đánh giá đề cập đến chất lượng của thịt với nhận xét tích cực. Người đánh giá cho biết thịt mềm và ngọt, điều này cho thấy họ hài lòng với chất lượng thức ăn, đặc biệt là thịt. Do đó, nhận xét này được gán nhãn tích cực liên quan đến chất lượng thức ăn."
acsa,Phục vụ nhanh nên có nước cũng nhanh.,phục vụ nhanh nên có nước cũng nhanh .,phục vụ tốt,"{SERVICE#GENERAL, positive}","Nhãn {SERVICE#GENERAL, positive} được gán vì bài đánh giá đề cập đến việc phục vụ nhanh chóng, điều này cho thấy sự hài lòng của người đánh giá với chất lượng dịch vụ nói chung. Việc có nước nhanh chóng sau khi đặt món là một yếu tố quan trọng để đánh giá dịch vụ tốt, do đó, nhận xét này được gán nhãn tích cực liên quan đến dịch vụ."
acsa,"Quán hơi nhỏ, vì nằm trên đường một chiều nên bất tiện chút nhưng khá là dễ tìm.","quán hơi nhỏ , vì nằm trên đường một chiều nên bất tiện chút nhưng khá là dễ tìm .",địa chỉ tốt và không gian tệ,"{LOCATION#GENERAL, positive}, {AMBIENCE#GENERAL, negative}","Nhãn {LOCATION#GENERAL, positive} được gán vì bài đánh giá đề cập đến việc quán dễ tìm, điều này cho thấy người đánh giá có cảm nhận tích cực về vị trí của quán. Nhãn {AMBIENCE#GENERAL, negative} được gán vì bài đánh giá nói rằng quán hơi nhỏ và nằm trên đường một chiều nên hơi bất tiện, điều này cho thấy người đánh giá không hài lòng với không gian và môi trường của quán."
acsa,"Giá chia ra đầu người cũng không chát mấy, đáng tiền :).","giá chia ra đầu người cũng không chát mấy , đáng tiền : ) .",giá tiền nhà hàng tốt,"{RESTAURANT#PRICES, positive}","Nhãn {RESTAURANT#PRICES, positive} được gán vì bài đánh giá đề cập đến giá cả của nhà hàng với nhận xét tích cực. Người đánh giá cho rằng giá cả khi chia ra đầu người không cao và đáng với số tiền bỏ ra, điều này cho thấy họ hài lòng với mức giá của nhà hàng."
acsa,- Giá:mắc so với chất lượng.,- giá : mắc so với chất lượng .,giá tiền nhà hàng tệ,"{RESTAURANT#PRICES, negative}","Nhãn {RESTAURANT#PRICES, negative} được gán vì bài đánh giá đề cập đến giá cả của nhà hàng là ""mắc so với chất lượng"". Điều này cho thấy người đánh giá không hài lòng với mức giá mà họ phải trả so với chất lượng mà họ nhận được, do đó, nhận xét này được gán nhãn tiêu cực liên quan đến giá cả của nhà hàng."
acsa,"Đồ ăn của quán về cơ bản là ngon, mình gọi 1 set lẩu bò mỹ kim chi 2 ng ăn tương đối đầy đặn, nước lẩu đậm đà, đặc biệt thích món ăn kèm là sụn gà rang muối.","đồ ăn của quán về cơ bản là ngon , mình gọi num tập hợp lẩu bò mỹ kim chi num người ăn tương đối đầy đặn , nước lẩu đậm đà , đặc biệt thích món ăn kèm là sụn gà rang muối .",chất lượng đồ ăn tốt và lựa chọn đồ ăn tốt,"{FOOD#QUALITY, positive}, {FOOD#STYLE&OPTIONS, positive}","Nhãn {FOOD#QUALITY, positive} được gán vì bài đánh giá đề cập đến chất lượng đồ ăn của quán với nhận xét tích cực. Người đánh giá cho biết đồ ăn ""ngon"", ""nước lẩu đậm đà"" và ""thích món ăn kèm là sụn gà rang muối"", cho thấy họ hài lòng với chất lượng thức ăn tại quán.

Nhãn {FOOD#STYLE&OPTIONS, positive} được gán vì bài đánh giá đề cập đến các lựa chọn thức ăn tại quán. Người đánh giá đã gọi ""1 set lẩu bò mỹ kim chi 2 người ăn"" và thấy nó ""tương đối đầy đặn"". Điều này cho thấy họ hài lòng với các lựa chọn thức ăn và phong cách phục vụ của quán, do đó nhãn này được gán với cảm xúc tích cực."
acsa,Mình không thích ăn bánh su kem nhưng lần đầu thử thì khá ấn tượng vì bánh ngon.,mình không thích ăn bánh su kem nhưng lần đầu thử thì khá ấn tượng vì bánh ngon .,chất lượng đồ ăn tốt,"{FOOD#QUALITY, positive}","Nhãn {FOOD#QUALITY, positive} được gán vì người đánh giá đã có trải nghiệm tích cực với chất lượng của bánh su kem. Mặc dù ban đầu không thích ăn bánh su kem, nhưng sau khi thử, người đánh giá đã cảm thấy ấn tượng và cho rằng bánh ngon. Điều này cho thấy một đánh giá tích cực về chất lượng thức ăn."
